finishId,startId,finishText,vkId,isBest,avgVote,medVote
-376,-36,"Есть, а машин уже нет",74017493,0,3.17949,3.0
-375,-36,имеет самую накаченную задницу,12930283,0,2.87097,2.0
-374,-36,"помнит не правила движения, а правила обхода",51999152,0,2.22222,2.0
-373,-36,ты,52167654,0,2.72222,1.0
-372,-36,я,52167654,0,1.69697,1.0
-371,-36,- так представляется при встрече водитель с 40-летним стажем,2204686,0,3.32258,3.0
-370,-36,"- отвечает Михаил, когда говорят, что он водит кого-то за нос",2204686,0,3.62069,2.0
-369,-36,На свои похороны вёз себя сам,66751322,0,4.22581,3.0
-368,-36,Умер в пробке,9751803,0,2.59459,1.0
-367,-36,Женился в пробке,9751803,0,3.52941,3.0
-366,-36,Бесплатно подвозит детей,11364675,0,2.71429,1.0
-365,-36,Начал работать в 79-ом,9678647,0,2.90909,1.0
-364,-36,40 лет водил машину,9678647,0,3.41935,1.0
-363,-36,Ищет спутницу без пробега,6743522,0,5.16667,5.0
-362,-36,Знает всех путан по именам,399362003,0,3.78788,3.0
-361,-36,Когда не успел выйти из экскурсионного автобуса,19402351,0,3.56667,3.0
-358,-7,"бумеранг, обязательно вернется, а ты не факт, что будешь к этому готов",12043394,0,0.0,0.0
-357,-7,Полдник,138570301,0,0.0,0.0
-356,-7,Прокладку,138570301,0,0.0,0.0
-355,-7,Презервативы,138570301,0,0.0,0.0
-354,-7,Навального из России,146071548,0,0.0,0.0
-353,-7,Детей,138570301,0,0.0,0.0
-352,-3,4,8025376,0,0.0,0.0
-351,-3,3,8025376,0,0.0,0.0
-350,-3,2,8025376,0,0.0,0.0
-349,-3,1,8025376,0,0.0,0.0
-348,-3,Шуткобатя сломался,69825487,0,0.0,0.0
-347,-3,подотри,4312587,0,0.0,0.0
-346,-3,.2.1. GO,12043394,0,0.0,0.0
-345,-3,"Сложная шутка в моей голове, но она закончится все равно педофилией",101948008,0,0.0,0.0
-343,-36,Прыгнул в воду без машины и попал на камень,101948008,0,2.87097,1.0
-342,-36,привозит алкашку вожатым до лагеря,319780276,0,2.51613,1.0
-340,-36,"не может быть вожатым, потому что они не доживают до 58",152292005,0,3.1,2.0
-333,-36,Никогда не заводит машину в 4:20,101948008,0,2.34483,1.0
-331,-36,Оказался ребёнком с 40-летним деприсником,101948008,0,1.94118,1.0
-329,-36,Привозит алкоголь детям,150781982,0,1.65625,1.0
-326,-35,Главное - не оставлять следов,135036075,0,5.42105,3.0
-325,-35,Главное не быть девственником,152292005,0,4.12963,3.0
-324,-35,есть куда расти. Расти в наставника приходи на отбор в наставники Юниум https://docs.google.com/forms/d/e/1FAIpQLSc372xdnbMk9MCinwBdvPQ0IvvD8sN6ih5ZP2FjKtqbQKou-g/viewform,5197119,0,2.30189,1.0
-323,-35,"Главное ебнуть ребёнка так, чтобы было похоже на несчастный случай",103805164,0,6.48276,5.0
-322,-35,"используются все профессии: гримёр, режиссер, оператор, юрист, мама, папа, тренер и тд. А платят только за одну.",51999152,0,4.55172,3.0
-321,-35,"Главное не сказать девочке из старшего отряда ""твоей маме зять не нужен?""",11823040,0,4.83636,3.0
-320,-35,"лагеря ""Морское Братство"" главное - уметь пить чачу",40551275,0,4.36842,1.0
-319,-35,Можно заработать только с алиментов неосторожного напарника,9561959,0,5.45098,5.0
-318,-35,Нельзя забывать о статье 134 УК РФ,101948008,0,5.73585,4.0
-317,-35,главное быть подписанным на вожатник,80391772,0,2.88525,1.0
-316,-35,главное - не умереть от рака,40551275,0,5.7193,3.0
-315,-35,"не все гладко, приходите на занятия в школу вожатых campacademy.ru",5197119,0,2.27451,1.0
-314,-35,в работе вожатого главное атаковать паническую атаку первым,38246962,0,6.7963,5.0
-313,-35,"В работе вожатого нет смысла. Это не шутка. Это то, что хотят сказать тебе твои родители",205438527,0,4.80357,3.0
-312,-35,первым занять мастер-класс по резиночкам,80391772,0,5.25,3.0
-311,-35,"Отрабатываешь либо деньги, которые потратил на смену, либо срок, если недостаточно хорошо отработал",9561959,0,6.36842,5.0
-310,-35,очень жаль,40551275,0,5.35593,3.0
-309,-35,главное - надевать трусы,13644607,0,4.85714,3.0
-308,-35,В работе вожатого самое сложное не заглядывать я на девочку из младшего отряда,119570939,0,4.33824,3.0
-307,-35,Главное вовремя вытащить,500358,0,5.09259,3.0
-306,-35,Не всегда стоит заводить детей,64804164,0,6.31579,4.0
-305,-35,"Никогда не знаешь, когда дети будут блевать на стол в столовой",119570939,0,5.30909,5.0
-304,-35,"главное - спустить на бухло меньше,чем тебе заплатят в конце.",135036075,0,7.28571,8.0
-303,-35,Главное не запить раньше детей,64804164,0,6.05263,5.0
-302,-35,Поебаться после смены с напарницей,403666864,0,2.59259,1.0
-301,-35,главное - вовремя вытащить.,135036075,0,4.83333,3.0
-300,-35,Запастись вазелином перед планеркой,114669881,0,4.87037,3.0
-299,-35,Самое странное увидеть алкашку у ребёнка и не выпить её в тот же день,119570939,0,5.5,5.0
-298,-35,главное не спиться,205272981,0,5.375,5.0
-297,-35,Главное - член,146071548,0,4.72414,2.0
-296,-35,главное не переиграть,74017493,0,3.73333,3.0
-295,-35,"Главное знать не педагогику, а законы",51999152,0,5.85,5.0
-294,-35,"В работе вожатого главное вовремя вздрочнуть..., ой, простите, вздремнуть",14882422,0,4.81034,4.0
-293,-35,Главное хоть раз побывать в Атланте,119570939,0,2.94828,1.0
-292,-35,Сон похож на Путина (его никто не видел),19402351,0,3.46429,3.0
-291,-35,главное не заигрываться,5197119,0,3.5,3.0
-290,-35,Главное не на лицо,119570939,0,6.68421,5.0
-289,-35,Главное тихо возвращаться с вожатника,119570939,0,3.93333,3.0
-288,-35,Главное не работать,19402351,0,4.5625,3.0
-287,-35,"главное, чтоб было, что, где, кого и с кем",133119255,0,4.63158,3.0
-286,-35,Главное не обосраться,119570939,0,5.03448,3.0
-285,-35,главное вовремя вытащить......смену,319780276,0,4.01786,1.0
-284,-35,Главное получить зарплату,119570939,0,4.66129,3.0
-283,-35,"не важно, какой ты танцор",5197119,0,4.14545,3.0
-282,-35,самое сложное- это работать в перерывах между перекурами,6743522,0,6.20755,5.0
-281,-35,Главное предохранятся,150781982,0,5.69811,3.0
-280,-35,важно шутить смешно,5197119,0,4.01639,3.0
-279,-35,"есть что-то от работы няни, гида, солдата, кутюрье и бога",5197119,0,4.47368,3.0
-278,-35,"важен тональник. Дети не должны знать, сколько ты не спишь",5197119,0,3.96429,3.0
-277,-35,сон - это мана небесная,5197119,0,3.06557,3.0
-276,-35,важно не ударить в грязь лицом ребенка,5197119,0,7.46875,8.0
-275,-35,главное всегда оставаться наставником,5197119,0,2.26786,1.0
-274,-35,Самое трудное - это удержаться перед ребёнком,12286777,0,4.16071,3.0
-273,-34,патриарх всея сети русской,5197119,0,3.20896,3.0
-272,-34,Хороводовод - водит законопроекты по кругу за нос,5197119,0,3.3662,3.0
-271,-34,- министр по связям с реальностью. Но его встреча с президентом все время откладывается.,2204686,1,4.39683,3.0
-270,-34,"- во всем виноватый. И вот уже который год они ищут, кто бы мог её занять",2204686,0,4.16923,3.0
-269,-34,: ответственный. До этого были только безответственные.,2204686,0,3.77612,3.0
-268,-34,"Ну как должность, нормально, а ты как?",33439727,0,3.38571,3.0
-267,-34,8-й Путин,33439727,0,2.38235,1.0
-266,-34,ДуПутин,27263359,0,2.13433,1.0
-265,-34,Двойник двойника Путина,12286777,0,3.42857,3.0
-264,-34,Министр иностранных тел,12286777,0,3.72059,3.0
-263,-34,Не родственник других чиновников.,27263359,1,3.66667,3.0
-262,-33,"что-то, то ты увидишь секс",34957710,0,3.29412,3.0
-261,-33,"религию и юриспруденцию, то Бог тебе судья",102435446,1,7.0,6.5
-260,-33,"пальцы, посолить и стучать ими по дереву, то все будет хорошо",34957710,0,2.52941,3.0
-259,-33,Го,169738128,0,1.875,1.0
-258,-33,"Иисуса и бабку, то будет крещенная бабка",169738128,0,4.88235,3.0
-257,-33,"ру и си, то получится скрещение руси",2204686,0,5.44444,5.0
-256,-33,"руки, то получится руко-рук",2204686,0,1.93333,1.0
-255,-33,"пальцы и струи - то можно соврать, что помыл руки, но все равно никто не поверит)",8025376,0,3.75,3.0
-254,-33,"шутки и роботов, то получится херня",8025376,0,3.88235,3.0
-253,-33,Три пальца - можно избежать армии,5197119,0,3.41176,3.0
-252,-33,То не надо крестить,5197119,0,3.3125,2.0
-251,-32,стреляют из револьверов,64627775,0,2.125,1.0
-250,-32,Потолок кривой параллельно полу,5197119,0,3.23529,2.0
-249,-32,ругать Лебедева - богохульство,69825487,0,3.6875,3.0
-248,-32,туалет в коричневых рисунках.,54396,0,3.5,3.0
-247,-32,Даже фарш - это арт-объект,5197119,0,3.27778,3.0
-246,-32,Встречают и провожают по одежке,5197119,0,4.47059,4.0
-245,-32,Без тз результат - импрессионизм,5197119,0,4.35294,3.0
-244,-32,Даже слово из трех букв красиво отрисовано,5197119,0,3.5,3.0
-243,-32,Дали плакал,5197119,0,2.55556,2.0
-242,-32,"Нет толстых девушек, есть те, кому идёт только чёрный",5197119,0,6.13333,5.0
-241,-32,Натуралы это меньшинство,5197119,0,4.11111,4.0
-240,-32,"День милиции. Теперь там шьют не только костюмы, но и дела",51999152,1,6.26667,5.0
-239,-32,"дедовщина называется ""введение в профессию""",2204686,0,3.05882,3.0
-238,-30,в патриотизм,318610173,0,2.53333,1.0
-237,-30,Бог верит в меня,52730449,0,3.625,3.0
-236,-30,В единорога,52730449,0,3.0,3.0
-235,-30,ты? - спросил патриарх у своего заместителя,2204686,0,3.78571,3.0
-234,-30,в здравый смысл. Хотя его существование ещё более сомнительно..,2204686,0,5.06667,4.0
-233,-30,и чёрт с ним!,2204686,0,4.66667,5.0
-232,-30,в квантовую механику. Но узнал я об этом только когда вы меня спросили,2204686,0,4.66667,3.0
-231,-30,в Богиню - так в моей жизни есть хоть какая-то девушка,2204686,1,6.26667,5.0
-230,-30,в пиццу - она божественна!,2204686,0,4.3125,4.0
-229,-30,в гомеопатию - вот она-то уж точно повсюду,2204686,0,4.0,3.0
-228,-30,Бога в не верю я,2204686,0,2.42857,2.0
-227,-30,в смешные шутки шуткобота. И жду их первого пришествия...,2204686,1,6.1875,8.0
-226,-30,в Путина,318610173,0,4.0,3.0
-225,-29,худших держится,34957710,0,3.33333,2.0
-224,-29,", держи",34957710,1,4.5,4.0
-223,-28,Угадайте год.,8025376,0,3.2,1.0
-222,-28,Вандам люлей раздал,5197119,0,2.14286,2.0
-221,-28,Выиграл не негр и не гей,5197119,0,4.26667,3.0
-220,-28,Дикаприо не выжил,5197119,0,3.21429,3.0
-219,-28,Вместо Оскара молодому актеру вручили повестку.,8025376,1,4.93333,3.0
-218,-28,"Чёрных статуэток не нашлось, пришлось выдавать золотые",69825487,0,4.57143,3.0
-217,-28,Давай,51999152,0,1.13333,1.0
-216,-28,Отсутствие скандала на Оскар - тоже скандал,51999152,1,3.53333,3.0
-215,-27,но тебя уже вызвали в сауну.,8025376,1,6.64706,5.0
-214,-27,сегодня у меня тройнячек,8025376,0,3.4,1.0
-213,-27,"у тебя фамилия Дантес, так что я опасаюсь",2204686,0,3.375,3.0
-212,-27,не в моих правилах вызывать демонов,2204686,0,5.33333,4.0
-211,-27,"решил, что лучше вызвать проституток",2204686,0,5.5,5.0
-210,-27,дуэльный кодекс не касается мудаков,2204686,0,3.4375,3.0
-209,-27,"Я заранее знаю, что скорее всего я проиграю. В тебя будет очень трудно попасть, ведь ты уже ""дырявый""",80869211,0,3.06667,3.0
-208,-27,сейчас в моде реп баттлы,69825487,1,4.375,5.0
-207,-27,"я кудрявый и пишу стихи, так что в другой раз.",69825487,0,3.73333,3.0
-206,-27,как-то странно вызывать на дуэль после того как и так уже дал в морду,2204686,0,3.47059,2.0
-205,-26,"он справился с бутылкой водки, а потом - и с мебелью из икеи. Там без стопки не разберешься.",8025376,0,5.6,5.0
-204,-26,"он подумал, что он слишком умный для этой мебели - а мебель подумала, что наоборот",2204686,0,4.17647,3.0
-203,-26,"он решил, что все-таки перепутал место и пошёл искать заначку в другом месте",2204686,0,4.1875,3.0
-202,-26,эксперимент по привлечению столяров с помощью подарочной водки решили свернуть,2204686,0,3.6875,3.0
-201,-26,"он решил, что стол и стулья не так уж ему принципиальны, чтобы выпить",2204686,0,3.76471,3.0
-200,-26,он из сборщика мебели переквалифицировался в сборщика пожертвований,2204686,0,4.88235,3.0
-199,-26,он устроил в магазине БОЛЬШУЮ РАЗБОРКУ,2204686,1,6.0,5.0
-198,-25,?,34957710,0,3.625,2.0
-197,-25,"сяду на диету, а пока во мне всего 120кг",2204686,0,2.94118,3.0
-196,-25,"я буду шутить лучше, чем шуткобот",2204686,1,4.76471,3.0
-195,-25,"я буду ненавдеть себя за то, что хотела вырасти",96258624,1,3.9375,3.0
-194,-25,перестану сидеть в странных приложениях вк и начну жить как взрослый,69825487,0,3.0,1.0
-193,-24,папа голубой! - и никогда ещё папа так быстро не соглашался купить ему голубой шарик.,2204686,1,5.78261,5.0
-192,-24,Я бегаю и кричу!,2204686,0,2.47826,1.0
-191,-24,"с горящими глазами: ""Коперник был прав! Она круглая!"" Этим мальчиком был Джордано Бруно.",8025376,0,3.72727,3.0
-190,-24,Матный гномик - появись !,271370304,0,1.79167,1.0
-189,-24,"мама, сделай так, чтобы  шутки шуткобота были смешные! Плакала вся маршрутка",69825487,0,3.78261,3.0
-188,-31,вижу сообщение от шуткобота - удаляю вк,69825487,0,3.5625,3.0
-187,-31,И над щутками долго не думаю !,271370304,0,2.88889,2.0
-186,-31,"На заводе так и говорят, позовешь меня - простой обеспечен !",271370304,0,3.76471,3.0
-185,-31,вижу мужское лицо - сажусь,8025376,0,4.35294,2.0
-184,-31,Вижу многоточие - добиваю,8025376,0,3.41176,3.0
-183,-31,"как простое число: ни с кем, кроме себя не делюсь",2204686,0,4.0,3.0
-182,-31,"но музыку Тургенева люблю не меньше, чем стихи Вагнера!",2204686,0,2.76471,3.0
-181,-31,"Нет, ты человек-отстой!",2204686,0,2.88235,1.0
-180,-31,"сказал начальник цеха, у которого начался уже третий простой производства за месяц",2204686,0,4.5,3.0
-179,-31,Может быть поэтому меня называют безформенным  одноклеточным,80869211,0,4.11765,4.0
-178,-31,делюсь только сам на себя,13283702,0,3.35294,3.0
-177,-31,не развиваюсь,34957710,0,4.0,3.0
-176,-31,делюсь только на себя и единицу,34957710,1,4.64706,5.0
-175,-22,и осень - время активности создателей шуткобота,69825487,0,3.05556,2.0
-174,-22,не положит конец нашему отмороженному юмору!,2204686,0,3.70588,3.0
-173,-22,"покажет, какие поговорки ты знаешь, кроме ""Весна покажет, кто где срал""",2204686,1,4.11111,5.0
-172,-22,"покажет, кто где срал",2204686,0,1.80952,1.0
-171,-22,заходит в бар и заказывает проституток. У тебя звонит телефон...,8025376,0,3.73684,3.0
-170,-22,просто реклама ТЦ Весна,8025376,0,2.68421,3.0
-169,-22,"Чумачечая, а ты старый, если вспомнил песню",8025376,0,3.4,3.0
-168,-22,а в душе кошки насрали,8025376,0,1.42105,1.0
-167,-22,"идёт, весне дорогу! Можно не укладывать асфальт",11420264,0,2.68421,3.0
-166,-22,"Весна покажет, кто где срал",11420264,0,1.8,1.0
-165,-21,хипстеры придумали оверкат.,30033860,0,2.83333,3.0
-164,-21,"твои шутки смешнее не станут, шуткобот",69825487,0,4.0,4.0
-163,-21,можно успеть больше своровать на противогололедных материалах,2204686,0,3.27778,3.0
-162,-21,"больше времени, чтобы придумать месть за носки на 23 февраля",2204686,1,5.27778,5.0
-161,-20,"что о твоей мамке и Зевсе, который принял облик твоего отчима.",8025376,0,4.93333,3.0
-160,-20,что нормальный зачин не можете придумать,34957710,0,5.26667,4.0
-159,-20,"о том, что ""Хьюстон, у нас проблемы""",2204686,1,5.93333,5.0
-158,-20,"О вине, женщинах и картах",69825487,0,2.28571,2.0
-157,-20,Что об Иисусе,7428481,0,3.35714,2.0
-156,-19,"сейчас, конечно, все в интернете, но что за имечко Искал?",2204686,0,2.90909,2.0
-155,-19,А сидел в туалете,69825487,0,3.57895,3.0
-154,-19,А нашёл в чебурнете,69825487,0,2.10526,1.0
-153,-19,"ответы, а нашел у бабули в газете.",17240791,0,2.52941,1.0
-152,-19,как заплести косички. Вас тоже заебала эта реклама?,34957710,0,3.17391,2.0
-151,-19,девушку -> страница не найдена,34957710,0,3.75,3.0
-150,-19,победителя оскара 2020. Оказался фильм про однорукого темнокожего трансгендера беженца из Нигерии,34957710,0,4.14286,2.0
-149,-19,"как перепрошить роутер. Как откатить перепрошивку, искал уже без интернета...",2204686,1,5.15,5.0
-148,-19,админов шуткобота. Посадили за пропаганду гомосексуализма,34957710,0,5.10526,3.0
-147,-19,"старого друга.. Да кого я обманываю, нет у меня друзей... Да и интернета у меня нет... И компьютера тоже...",34957710,0,2.90909,3.0
-146,-19,"порно, но не нашел. Вот и сказочке конец",34957710,0,2.52632,1.0
-145,-19,и присел на пару лет,34957710,0,4.95,4.0
-144,-19,пидоров. А нашел - в зеркале.,8025376,0,3.66667,3.0
-143,-16,"девственник, куколд и нищеброд, а бармен и спрашивает, тебе чего?",30033860,0,4.75,4.0
-142,-16,Света и относительно невысокий мужчина. Этим мужчиной был Альберт Эйнштейн.,34957710,0,4.625,4.0
-141,-16,"гей, лесбиянка и трансгендер. Никто не пил, но оттуда все вышли довольные",34957710,0,5.0625,5.0
-140,-16,"два друга, напиваются в хлам и придумывают шуткобота",34957710,0,5.73684,3.0
-139,-16,"мена 2 гея, а пидор все равно ты.",8025376,0,5.17647,4.0
-138,-16,", а шутки что-то не заходят",2204686,0,6.3125,5.0
-137,-16,Дак и Дюр и получается бардак и поребрик,2204686,0,3.88889,3.0
-136,-16,"Трамп и его администрация, а бармен такой ""К нам с проститутками нельзя!""",2204686,0,4.05263,3.0
-135,-16,парень с собакой - и на одну суку становится больше.,2204686,0,3.875,3.0
-134,-16,утки и получается бар-duck,2204686,0,3.90476,3.0
-133,-16,И выходят. Потому что завтра понедельник и на работу,13283702,0,4.05556,3.0
-132,-16,"Математик и гуманитарий. Математик выпил 450мл водки, а гуманитарий нажрался",34957710,1,6.77778,5.0
-131,-16,"Иисус и санта. Но в баре все равно пусто, потому что ОНИ НЕ СУЩЕСТВУЮТ",34957710,0,2.68421,3.0
-130,-16,"Негр и узкоглазый. Интересно, да? Расист ебаный",34957710,1,6.41176,5.0
-129,-16,"Жириновский и пять парней. Что было дальше, вы знаете",34957710,0,3.77778,3.0
-128,-16,"бригада: два пидора, два гада ✌️",11420264,0,2.41176,1.0
-127,-16,"два брата-акробата: один хуй, другой лопата",11420264,0,2.77778,2.0
-126,-18,гермофродитизацию,5197119,0,3.5,3.0
-125,-18,наконец надеть брюки и пойти писать диплом,205272981,0,5.2,3.0
-124,-18,"на этом заработать. Общество уже готово к реалити шоу, где рьяным онанистам  связывают руки и смотрят как они выкрутятся",205272981,0,4.0,3.0
-123,-18,"перестать быть эгоистом. целый век дрочили себе. пора задуматься о нуждающихся. надо создать общество волонтеров- мастурбаторов и отправится в благотворительный тур по миру под лозунгом ""наши руки не для скуки""",205272981,0,4.47619,3.0
-122,-18,"Читать романы слух, это позапрошлый век, а винтаж нынче в моде",205272981,0,5.09524,3.0
-121,-18,"Работы в поле. Есть время разбрасывать семя, а есть время - собирать.",205272981,0,6.14286,6.5
-120,-18,выпить чаю.после вкусного чая люди готовы и на минет,205272981,0,5.09091,5.0
-119,-18,в нем и остаться,34957710,1,7.42105,6.5
-118,-18,"секс, но никто не соглашается",2204686,0,5.42105,4.0
-117,-18,. Но никто не соглашается..,2204686,0,5.7,5.0
-116,-18,"Мастурбация.Форте - как Мезим, только не для жопы",8025376,0,4.54545,3.0
-115,-18,[Роскомнадзор],30033860,0,3.66667,3.0
-114,-14,засунуть в рот целую хинкалину?,75449515,1,5.92308,6.5
-113,-14,? Пробовал! И отстань уже от нас - у нас секс же!,2204686,0,3.69231,3.0
-112,-14,? Наркоконтроль.,2204686,0,3.08333,3.0
-111,-14,добить шутку про секс в шуткоботе?,2204686,0,3.38462,2.0
-110,-14,"есть тарелки? Если да, то у тебя Метонимия.",8025376,0,3.83333,2.0
-109,-14,придумать себе нормальное имя?,34957710,0,4.84615,3.0
-108,-14,задавать бессмысленные вопросы одним словом?,34957710,0,5.15385,3.0
-107,-14,по-другому деньги зарабатывать?,34957710,1,6.8,4.0
-106,-14,"узнать, что твоя девушка тебе изменила?",2204686,0,2.83333,1.0
-105,-14,"Не пробовал? Ну извини, братан, не плачь!",2204686,0,3.76923,3.0
-104,-14,?,30033860,0,2.21429,1.0
-103,-14,"его с девушкой, пидор?",11420264,0,3.84615,1.0
-102,-14,Шуткобот: смешные шутки каждый день,11420264,0,3.30769,1.0
-101,-14,Не ебать мне мозги?,11420264,0,2.92857,2.0
-100,-14,успеть отправить сделанное за несколько минут до дедлайна?,41061222,0,3.71429,3.0
-99,-14,увольняться,7810952,0,3.76923,2.0
-98,-14,очищающую клизму ромашковым чаем?,221197564,0,2.57143,1.0
-97,-13,Если ее анкета в топе на индивидуалки.рф,34957710,0,4.15385,3.0
-96,-13,"Никак, она просто в суперпозиции.",8025376,0,5.27273,4.0
-95,-13,"Проверь пин-код карты, аватарку в контакте, расположение вещей в квартире - возможно она изменила тебе что-то из этого.",2204686,0,4.5,4.0
-94,-13,"Если она изменила парня, который её обнимает на аватарке, - значит точно. Но узнал ты поздно.",2204686,0,2.66667,3.0
-93,-13,"Спросите ""А ты давно последний раз изменяла... цвет волос?"" и потяните паузу",2204686,0,2.38462,2.0
-92,-13,"Все просто: отчаявшись изменить тебя, она начинает изменять тебе.",2204686,0,4.09091,3.0
-91,-13,Спроси у её парня,2204686,0,4.58333,5.0
-90,-13,А погодите.. У меня разве есть девушка?,4312587,0,2.83333,2.0
-89,-13,"Если во время секса у вас соскочил презерватив и остался в ней, а она вытащила оттуда два.",8025376,1,5.83333,5.0
-88,-13,Ну если меньше 15 см - это приговор,221197564,0,2.78571,3.0
-87,-13,Спроси у своей бывшей,7810952,0,4.23077,3.0
-86,-13,"Если на вопрос сколько времени она скажет, что изменила тебе",34957710,0,5.78571,4.0
-85,-12,Не обязательно платить натурой,34957710,0,4.33333,3.0
-84,-12,бабушки на лавочках - у поезда вместо подъезда,2204686,0,2.5,3.0
-83,-12,станет меньше попрошаек: депутатам отменили бесплатные проездные,2204686,0,4.33333,4.0
-82,-12,"на повозке тогда, в hyperloop потом",2204686,0,2.875,2.0
-81,-12,"никто не ездит, потому что кто если не я - думает Владимир Путин",2204686,1,6.875,5.5
-80,-12,Cash&Carry,2204686,0,4.44444,4.0
-79,-12,не пускают пидаров. Поэтому ты ходишь пешком.,30033860,0,5.5,5.0
-78,-11,а шутке - добивка,2204686,0,2.2,1.0
-77,-11,Но конца нет у колец.,4312587,0,3.3,3.0
-75,-11,шутит Вась-телин колец,2204686,0,3.11111,3.0
-74,-11,- в курятник к нам пришёл писец,2204686,0,1.4,1.0
-73,-11,пошла жаба под венец,2204686,0,3.63636,3.0
-72,-11,- сказал начальник пожарного расчёта по итогам тушения пожара в кафе Сказка,2204686,0,3.6,3.0
-71,-11,", добрым молодцам писец - надпись на ядерной боеголовке",2204686,0,2.25,1.0
-70,-11,- подытожил мэр позицию по предвыборным обещаниям после избрания,2204686,0,4.90909,4.0
-69,-11,Пятачок - стал холодец,2204686,0,4.4,3.0
-68,-11,??,257100727,0,1.2,1.0
-67,-11,Всего 4 подписчика,257100727,0,3.5,1.0
-66,-11,"Вот и сказочке конце, сказал Ельцин и ушёл",257100727,0,3.55556,3.0
-65,-11,", Мальвина разочарована - Буратино оказался не только бревном, но ещё и тряпкой.",30033860,0,5.9,3.0
-64,-11,"послышалось за спиной, пока ты поднимал мыло.",30033860,1,5.5,5.0
-63,-11,",Папский паблик - просто вздор,Тот кто слушал, молодец:ФСБ, Роскомнадзор.",30033860,0,4.18182,4.0
-62,-11,", на сука! Получай! Добил.",30033860,0,2.66667,1.0
-61,-11,- порно-ремейки от Братьев Гримм.,30033860,0,4.45455,3.0
-60,-11,", подумала золушка, рожая четвертого.",30033860,0,4.7,3.0
-59,-11,"сказал патологоанатом, вскрывая братьев Гримм.",8025376,1,6.0,4.0
-58,-11,", а расплачиваться кто будет?",11420264,0,2.88889,2.0
-57,-11,"— сказал Папа Карло, подкидывая в камин остатки Буратино",11420264,0,4.54545,2.0
-56,-11,", а молодцы сосут концы",11420264,0,2.4,1.0
-55,-11,", только не на лицо!",11420264,0,4.90909,4.0
-54,-11,", объявляю вас мужем и женой!",11420264,0,4.41667,4.0
-53,-11,", приговор может быть обжалован в 10-дневный срок",11420264,0,5.9,4.0
-52,-11,", а ты всё равно пидор",11420264,0,2.8,1.0
-51,-10,"весь в тебя, то он скорее всего тоже пидор",7428481,1,8.38461,8.0
-50,-10,"Существует, значит где-то что-то порвалось",7428481,0,6.21429,5.0
-49,-10,"до сих пор не говори, возможно он просто вежливый и не хочет перебивать старших",2204686,0,5.14286,3.0
-48,-10,"зовёт тебя на ""Вы"", значит, возможно, ты - ""Вылентина""",2204686,0,5.53846,5.0
-47,-10,"откликается на ""Эй, ты"", значит у тебя очень странная фантазия на имена",2204686,0,4.91667,5.0
-46,-10,"задаёт слишком много вопросов, то научи его хотя бы начинать фразу с ""Окей, папа!""",2204686,0,6.35714,6.5
-45,-10,"из отряда потерялся, то не спеши искать оправдание: попробуй сначала поискать ребёнка.",2204686,0,4.46154,3.0
-44,-10,"Хочет на ручки, то скажи ему:""Нет, доченька, сегодня только на твоё личико и на животик""",80869211,0,6.07143,4.0
-43,-10,принес домой двойку - значит у тебя девочка в пубертате.,8025376,0,4.06667,3.0
-42,-8,Шуткобот,11420264,0,0.0,0.0
-41,-8,Платных услуг,19268812,0,0.0,0.0
-40,-8,vkotangens(x),2204686,1,6.2,4.5
-39,-8,введение новых функций,2204686,0,2.33333,2.0
-38,-8,"автоответы на поздравления. ""С днем рождения!"" - ""И тебя с наступающим!""",2204686,0,5.0,5.0
-37,-8,шуткобот,2204686,0,5.6,3.0
-36,-8,Автоматическое стирание истории браузера после отключения безопасного поиска в вкладке видео,80869211,0,0.0,0.0
-35,-7,Ш,8025376,0,1.22222,1.0
-34,-7,"белый флаг! Ой, как-то неоднозначно получилось...",2204686,0,4.11111,1.0
-33,-7,"Мусорный бак в мусорный бак, если не знаете, что такое рекурсия",2204686,1,6.0,4.0
-31,-9,Подтвердили теорию Дарвина.,390966600,0,0.0,0.0
-30,-9,"хорошо подумали о народе: ""Наш народ сильный, активный, сможет и больше налогов потянуть!""",2204686,0,2.65,2.0
-29,-9,надымили,4128039,0,0.0,0.0
-28,-9,"приняли закон, улучшающий жизнь народа. Народа оффшорных государств.",2204686,0,2.29412,1.0
-27,-9,"дебилы, блядь",2204686,1,4.83333,3.0
-26,-9,часть депутатов не смогла осилить первое чтение за первый класс,2204686,0,4.33333,4.0
-25,-9,отказались принять законы логики,2204686,1,4.11765,3.0
-24,-9,"... Опять такое впечатление, что они там что-то принимают все...",2204686,0,0.0,0.0
-23,-9,"приняли на грудь, а потом - закон.",8025376,0,4.55,3.0
-22,-4,То лежи и получай удовольствие,51999152,0,0.0,0.0
-21,-4,"Значит закон гравитации работает должным образом. Ведь тряпки всегда падают на пол, когда их бросает какая-нибудь девушка",80869211,1,0.0,0.0
-20,-4,"в суп, значит ты петух",8025376,0,5.83333,5.0
-19,-4,"Радуйся, что не через бедро, она же больше тебя",7428481,0,0.0,0.0
-18,-4,"Если она сильная - огрей, если слабая - добей",148987152,0,0.0,0.0
-17,-4,первым делом сгруппируйся,30033860,0,0.0,0.0
-16,-4,побольше налегай на углеводы,30033860,0,0.0,0.0
-15,-4,пора записаться на дополнительные классы по джиу-джитсу,30033860,0,0.0,0.0
-14,-4,значит хотя бы появился зачин для шутки,2204686,0,3.5,3.0
